"fid","longitude","latitude","BD","CEC","Fragm","Sand","Silt","Clay","N","OCD","pH","SOC","A00","A01","A02","A03","A04","A05","A06","A07","A08","A09","A10","A11","A12","A13","A14","A15","A16","A17","A18","A19","A20","A21","A22","A23","A24","A25","A26","A27","A28","A29","A30","A31","A32","A33","A34","A35","A36","A37","A38","A39","A40","A41","A42","A43","A44","A45","A46","A47","A48","A49","A50","A51","A52","A53","A54","A55","A56","A57","A58","A59","A60","A61","A62","A63"
64,-79.2651,-7.9342,1.366,13.5152,17.2133,78.8615,13.4412,7.7254,3.5444,14.5499,7.2302,14.321,-0.0384467512495194,0.141730103806228,0.0177777777777778,-0.0199307958477509,-0.0842137639369473,0.0984236831987697,0.113740868896578,0.0797231833910035,-0.0246059207996924,0.0669896193771626,0.214133025759323,0.199861591695502,-0.166336024605921,0.0669896193771626,0.0984236831987697,0.00615148019992311,-0.135886197616301,0.103406382160707,-0.0842137639369473,-0.0199307958477509,-0.0711111111111111,0.221453287197232,-0.141730103806228,-0.0797231833910035,-0.0984236831987697,0.0246059207996924,-0.135886197616301,0.055363321799308,-0.108512110726644,-0.130165321030373,0.135886197616301,-0.0199307958477509,-0.119092656670511,-0.130165321030373,0.147697039600154,0.259900038446751,0.0591157247212611,0.0271280276816609,-0.00393694732795079,0.206935793925413,0.0482276047673972,-0.0753556324490581,-0.130165321030373,-0.0984236831987697,-0.130165321030373,-0.186082276047674,0.0711111111111111,-0.0797231833910035,0.0591157247212611,0.179377162629758,-0.0384467512495194,0.16,-0.119092656670511,0.153787004998078,0.0935640138408305,-0.055363321799308,-0.0246059207996924,-0.192910419069589,-0.103406382160707,0.113740868896578,0.259900038446751,-0.318892733564014,0.0669896193771626,0.0384467512495194
65,-79.1884,-7.8581,1.3941,13.689,19.8309,78.4117,11.8812,9.6665,3.0663,11.8365,7.6373,12.7104,0.0517339484813533,0.103406382160707,0.130165321030373,0.0384467512495194,-0.0415840061514802,0.0177777777777778,0.130165321030373,0.0297731641676278,-0.055363321799308,0.108512110726644,0.199861591695502,0.301422529796232,-0.108512110726644,0.0711111111111111,0.17279507881584,0.0797231833910035,-0.00615148019992311,-0.108512110726644,-0.192910419069589,-0.17279507881584,0.0120569011918493,0.179377162629758,-0.135886197616301,0.0935640138408305,-0.0629911572472126,0.103406382160707,-0.108512110726644,0.276139946174548,0.00393694732795079,-0.135886197616301,0.0517339484813533,-0.0222068435217224,-0.0482276047673972,-0.17279507881584,0.055363321799308,0.276139946174548,-0.0157477893118032,0.0325413302575932,-0.0384467512495194,0.166336024605921,0.0935640138408305,-0.0753556324490581,-0.108512110726644,-0.103406382160707,0.00744329104190696,-0.199861591695502,0.0888273740868896,-0.0177777777777778,-0.0354325259515571,0.0482276047673972,-0.0222068435217224,0.124567474048443,-0.0297731641676278,0.0199307958477509,0.113740868896578,-0.113740868896578,-0.0888273740868896,-0.0842137639369473,-0.318892733564014,0.108512110726644,0.17279507881584,-0.192910419069589,0.124567474048443,0.0448442906574394
66,-79.1918,-7.8428,1.4029,13.6733,17.1213,78.7144,12.5319,8.6988,3.1958,12.5638,7.8385,16.5949,0.0448442906574394,0.119092656670511,0.276139946174548,0.0629911572472126,-0.119092656670511,-0.0669896193771626,0.108512110726644,0.135886197616301,-0.0984236831987697,0.119092656670511,0.141730103806228,0.310096116878124,0.00615148019992311,0.0448442906574394,0.124567474048443,0.055363321799308,0.0797231833910035,-0.236462898885044,-0.0797231833910035,-0.0629911572472126,0.113740868896578,0.147697039600154,-0.0591157247212611,0.0888273740868896,-0.0271280276816609,0.16,-0.0591157247212611,0.301422529796232,0.0984236831987697,-0.141730103806228,-0.0591157247212611,0.0120569011918493,-0.00393694732795079,-0.0711111111111111,-0.0797231833910035,0.276139946174548,0.0517339484813533,0.0797231833910035,-0.0842137639369473,0.0482276047673972,0.0888273740868896,-0.0888273740868896,-0.0797231833910035,-0.0354325259515571,0.0629911572472126,-0.206935793925413,0.0591157247212611,-0.00393694732795079,0.0120569011918493,0.055363321799308,-0.0415840061514802,0.108512110726644,0.0591157247212611,0.0629911572472126,0.0888273740868896,-0.103406382160707,-0.166336024605921,-0.01039600153787,-0.355309496347559,0.0199307958477509,0.130165321030373,-0.130165321030373,0.119092656670511,0.0354325259515571
67,-79.2207,-7.9214,1.359,12.5554,13.7634,79.0531,12.5671,8.3431,3.8584,15.5463,7.4219,13.4417,0.00615148019992311,0.0591157247212611,0.17279507881584,-0.00301422529796232,0.00885813148788927,0.0591157247212611,0.147697039600154,0.17279507881584,-0.055363321799308,0.153787004998078,0.103406382160707,0.310096116878124,-0.0297731641676278,0.135886197616301,0.113740868896578,0.0888273740868896,-0.0711111111111111,-0.153787004998078,-0.16,-0.166336024605921,0.0415840061514802,0.0177777777777778,-0.113740868896578,0.113740868896578,-0.0797231833910035,0.141730103806228,-0.16,0.276139946174548,-0.0246059207996924,-0.0984236831987697,0.0842137639369473,-0.0448442906574394,-0.055363321799308,-0.0842137639369473,0.0797231833910035,0.276139946174548,0.0271280276816609,0.0517339484813533,0.055363321799308,0.147697039600154,0.135886197616301,-0.153787004998078,-0.147697039600154,-0.0797231833910035,0.113740868896578,-0.166336024605921,0.0935640138408305,-0.00885813148788927,-0.113740868896578,0.124567474048443,-0.0415840061514802,0.130165321030373,-0.166336024605921,0.000984236831987697,0.103406382160707,-0.0984236831987697,-0.130165321030373,0.00055363321799308,-0.276139946174548,0.0384467512495194,0.130165321030373,-0.166336024605921,0.0415840061514802,0.00885813148788927
68,-79.2523,-7.9613,1.4,11.0552,19.932,76.0752,15.456,8.4688,3.3881,13.2992,7.9688,18.7568,-0.0591157247212611,-0.0415840061514802,0.0797231833910035,-0.0354325259515571,-0.25196462898885,0.0354325259515571,-0.0354325259515571,0.113740868896578,0.00615148019992311,0.0797231833910035,0.166336024605921,0.108512110726644,-0.192910419069589,-0.0199307958477509,0.0517339484813533,-0.0591157247212611,-0.00393694732795079,0.0842137639369473,-0.113740868896578,-0.0448442906574394,0.199861591695502,0.336855055747789,-0.103406382160707,0.0842137639369473,-0.153787004998078,-0.0711111111111111,-0.147697039600154,-0.00885813148788927,0.0271280276816609,0.0199307958477509,0.124567474048443,0.000246059207996924,0.0325413302575932,-0.135886197616301,-0.0177777777777778,0.25196462898885,0.130165321030373,0.119092656670511,-0.0325413302575932,0.0935640138408305,-0.0888273740868896,-0.228896578239139,-0.0935640138408305,-0.0415840061514802,-0.0517339484813533,-0.199861591695502,-0.00885813148788927,0.00498269896193772,0.113740868896578,0.141730103806228,0.0246059207996924,0.244152249134948,-0.108512110726644,0.108512110726644,0.0199307958477509,-0.153787004998078,-0.0935640138408305,-0.141730103806228,-0.108512110726644,0.206935793925413,0.221453287197232,-0.199861591695502,0.103406382160707,0.0415840061514802
69,-79.1626,-7.8641,1.3937,14.3188,16.8387,81.8236,9.263,8.9133,2.991,11.5168,7.5722,13.5339,-0.0271280276816609,0.0629911572472126,0.214133025759323,0.00221453287197232,-0.0669896193771626,-0.0384467512495194,0.113740868896578,0.186082276047674,-0.0711111111111111,0.0753556324490581,0.124567474048443,0.336855055747789,0.0157477893118032,0.135886197616301,0.130165321030373,0.0297731641676278,-0.0354325259515571,-0.301422529796232,-0.103406382160707,-0.108512110726644,0.0199307958477509,0.0888273740868896,-0.0888273740868896,0.0669896193771626,-0.0384467512495194,0.199861591695502,-0.186082276047674,0.244152249134948,0.0297731641676278,-0.0753556324490581,-0.0517339484813533,-0.0842137639369473,-0.103406382160707,-0.055363321799308,0.0842137639369473,0.206935793925413,0.0354325259515571,0.0797231833910035,-0.0222068435217224,0.135886197616301,0.0984236831987697,-0.0797231833910035,-0.0935640138408305,-0.0753556324490581,-0.00393694732795079,-0.228896578239139,0.0797231833910035,-0.0354325259515571,-0.0669896193771626,0.113740868896578,0.01039600153787,0.147697039600154,-0.0271280276816609,-0.0354325259515571,0.119092656670511,-0.0842137639369473,-0.108512110726644,-0.0120569011918493,-0.364721261053441,0.0384467512495194,0.147697039600154,-0.147697039600154,-0.0120569011918493,-0.0448442906574394
70,-79.2292,-7.9465,1.3692,13.6243,16.5178,79.4994,12.2837,8.2169,3.5387,15.3851,7.6576,12.9042,-0.0384467512495194,0.0984236831987697,0.192910419069589,0.0629911572472126,-0.141730103806228,-0.0591157247212611,0.16,0.124567474048443,0.0177777777777778,0.0888273740868896,0.130165321030373,0.292871972318339,-0.0591157247212611,0.0753556324490581,0.16,0.0797231833910035,-0.000246059207996924,-0.25196462898885,-0.166336024605921,-0.055363321799308,-0.0177777777777778,0.141730103806228,-0.108512110726644,0.0888273740868896,-0.0297731641676278,0.166336024605921,-0.186082276047674,0.206935793925413,-0.01039600153787,-0.0888273740868896,-0.0448442906574394,-0.0842137639369473,-0.141730103806228,-0.0842137639369473,0.0935640138408305,0.244152249134948,0.0120569011918493,0.0482276047673972,-0.0482276047673972,0.108512110726644,0.0591157247212611,-0.0797231833910035,-0.0797231833910035,-0.0669896193771626,-0.013840830449827,-0.153787004998078,0.119092656670511,-0.0711111111111111,-0.0222068435217224,0.103406382160707,-0.00221453287197232,0.141730103806228,0.00393694732795079,0.0297731641676278,0.166336024605921,-0.0888273740868896,-0.17279507881584,-0.0199307958477509,-0.364721261053441,0.0888273740868896,0.135886197616301,-0.199861591695502,0.055363321799308,0.0297731641676278
71,-79.2156,-7.9008,1.392,12.7116,14.0986,79.8071,11.8129,8.3799,4.7133,14.3642,7.1988,9.9515,0.0415840061514802,0.0629911572472126,0.147697039600154,-0.00744329104190696,-0.0935640138408305,0.0711111111111111,0.0842137639369473,0.124567474048443,-0.124567474048443,0.0842137639369473,0.166336024605921,0.206935793925413,-0.108512110726644,0.141730103806228,0.124567474048443,0.0448442906574394,-0.0629911572472126,-0.055363321799308,-0.153787004998078,-0.0888273740868896,0.0669896193771626,0.130165321030373,-0.166336024605921,0.0797231833910035,-0.147697039600154,0.135886197616301,-0.141730103806228,0.199861591695502,-0.0246059207996924,-0.103406382160707,0.0517339484813533,-0.113740868896578,-0.0935640138408305,-0.153787004998078,0.135886197616301,0.292871972318339,-0.00744329104190696,0.0448442906574394,-0.103406382160707,0.147697039600154,0.0199307958477509,-0.153787004998078,-0.17279507881584,-0.0448442906574394,0.013840830449827,-0.179377162629758,0.0984236831987697,-0.00301422529796232,-0.103406382160707,0.108512110726644,0.00301422529796232,0.113740868896578,-0.147697039600154,0.0246059207996924,0.0984236831987697,-0.119092656670511,-0.0984236831987697,-0.0517339484813533,-0.276139946174548,0.0935640138408305,0.206935793925413,-0.276139946174548,0.0797231833910035,-0.00055363321799308
72,-79.1487,-7.8306,1.4174,13.8951,13.9433,75.8585,14.1904,9.9846,0.9034,11.5403,7.8,7.753,-0.0797231833910035,0.0354325259515571,0.0711111111111111,0.00498269896193772,-0.113740868896578,0.0354325259515571,-0.0177777777777778,0.186082276047674,-0.113740868896578,0.0517339484813533,0.186082276047674,0.244152249134948,-0.055363321799308,0.0753556324490581,0.153787004998078,0.0415840061514802,-0.147697039600154,-0.153787004998078,-0.0984236831987697,0.0482276047673972,-0.0629911572472126,0.0984236831987697,-0.0325413302575932,-0.108512110726644,-0.103406382160707,0.141730103806228,-0.153787004998078,0.0482276047673972,-0.0448442906574394,-0.0222068435217224,-0.0246059207996924,-0.0591157247212611,-0.147697039600154,-0.192910419069589,0.17279507881584,0.214133025759323,0.103406382160707,0.135886197616301,-0.108512110726644,0.179377162629758,-0.0120569011918493,-0.192910419069589,-0.147697039600154,-0.0517339484813533,-0.0629911572472126,-0.179377162629758,0.0888273740868896,-0.0177777777777778,-0.0199307958477509,0.119092656670511,0.0517339484813533,0.192910419069589,0.0591157247212611,0.0177777777777778,0.0711111111111111,-0.103406382160707,-0.0354325259515571,-0.0669896193771626,-0.292871972318339,0.0711111111111111,0.25196462898885,-0.310096116878124,0.0415840061514802,-0.0325413302575932
73,-79.1425,-7.8037,1.4,16.6217,12.8097,77.3695,13.8141,8.8417,1.1772,12.2771,7.747,9.1957,-0.0669896193771626,0.119092656670511,0.130165321030373,-0.0753556324490581,-0.228896578239139,-0.0246059207996924,-0.00744329104190696,0.221453287197232,0.0271280276816609,0.0629911572472126,0.206935793925413,0.244152249134948,-0.119092656670511,0.113740868896578,0.0888273740868896,0.055363321799308,-0.192910419069589,-0.0888273740868896,0.0415840061514802,0.013840830449827,-0.0415840061514802,0.0888273740868896,-0.0797231833910035,-0.153787004998078,-0.0448442906574394,0.0415840061514802,-0.135886197616301,-0.00153787004998078,-0.0629911572472126,-0.0246059207996924,-0.00498269896193772,-0.0297731641676278,-0.153787004998078,-0.124567474048443,0.186082276047674,0.214133025759323,0.153787004998078,0.119092656670511,-0.0888273740868896,0.153787004998078,-0.0935640138408305,-0.130165321030373,-0.119092656670511,-0.0888273740868896,-0.119092656670511,-0.108512110726644,0.0384467512495194,-0.0384467512495194,0.108512110726644,0.25196462898885,0.0591157247212611,0.292871972318339,-0.00885813148788927,0.00885813148788927,0.0629911572472126,0.0591157247212611,-0.0517339484813533,-0.153787004998078,-0.0629911572472126,-0.0415840061514802,0.259900038446751,-0.199861591695502,-0.0199307958477509,0.119092656670511
74,-79.1578,-7.8022,1.3999,16.5824,15.2158,75.2229,13.4082,11.3968,1.2539,14.7563,7.8761,13.3324,-0.0797231833910035,0.0629911572472126,0.0384467512495194,-0.0325413302575932,-0.214133025759323,-0.0711111111111111,-0.013840830449827,0.206935793925413,-0.0222068435217224,0.0517339484813533,0.16,0.284444444444444,-0.0415840061514802,0.0797231833910035,0.130165321030373,0.108512110726644,-0.153787004998078,-0.199861591695502,-0.0271280276816609,0.0354325259515571,-0.0888273740868896,0.0669896193771626,-0.113740868896578,-0.0271280276816609,-0.0177777777777778,0.108512110726644,-0.192910419069589,0.0384467512495194,-0.0711111111111111,-0.0354325259515571,-0.0935640138408305,-0.0842137639369473,-0.214133025759323,-0.113740868896578,0.179377162629758,0.147697039600154,0.0935640138408305,0.124567474048443,-0.0517339484813533,0.179377162629758,0.000984236831987697,-0.0842137639369473,-0.0984236831987697,-0.0842137639369473,-0.0591157247212611,-0.192910419069589,0.0797231833910035,-0.0935640138408305,0.055363321799308,0.221453287197232,0.0711111111111111,0.179377162629758,0.0669896193771626,0.0177777777777778,0.0448442906574394,-0.0246059207996924,0.0120569011918493,-0.119092656670511,-0.336855055747789,0.0591157247212611,0.206935793925413,-0.25196462898885,-0.0517339484813533,0.0384467512495194
75,-79.2129,-7.9293,1.39,11.7692,15.5034,79.0922,12.1885,8.7193,3.8067,15.3549,7.8494,13.0741,-0.0415840061514802,0.135886197616301,0.147697039600154,-0.0325413302575932,-0.166336024605921,0.0517339484813533,0.0415840061514802,0.214133025759323,-0.00744329104190696,0.013840830449827,0.153787004998078,0.17279507881584,-0.124567474048443,0.0415840061514802,0.0517339484813533,0.0591157247212611,-0.135886197616301,-0.186082276047674,-0.0482276047673972,0.0120569011918493,-0.0354325259515571,0.0384467512495194,-0.17279507881584,0.0177777777777778,-0.108512110726644,0.199861591695502,-0.16,0.055363321799308,-0.0797231833910035,0.013840830449827,-0.0354325259515571,-0.147697039600154,-0.16,-0.0448442906574394,0.199861591695502,0.284444444444444,0.119092656670511,0.0591157247212611,-0.108512110726644,0.124567474048443,-0.0629911572472126,-0.0797231833910035,-0.135886197616301,0.00221453287197232,-0.0517339484813533,-0.135886197616301,-0.000984236831987697,-0.0935640138408305,0.0120569011918493,0.276139946174548,-0.0482276047673972,0.135886197616301,-0.0888273740868896,0.103406382160707,0.0482276047673972,-0.0753556324490581,-0.0842137639369473,-0.103406382160707,-0.179377162629758,0.113740868896578,0.267958477508651,-0.292871972318339,-0.0797231833910035,0.0297731641676278
76,-79.2229,-7.9174,1.3686,12.7707,13.678,79.4286,12.5336,8.0656,3.6438,14.9112,7.3971,10.8589,0.0222068435217224,0.135886197616301,0.119092656670511,-0.00744329104190696,-0.147697039600154,0.0669896193771626,0.17279507881584,0.244152249134948,0.0448442906574394,0.0448442906574394,0.141730103806228,0.166336024605921,-0.0711111111111111,0.0415840061514802,0.17279507881584,0.17279507881584,-0.16,0.00498269896193772,-0.0384467512495194,-0.0384467512495194,-0.192910419069589,0.0591157247212611,-0.0842137639369473,-0.0384467512495194,-0.103406382160707,0.147697039600154,-0.0591157247212611,0.124567474048443,-0.153787004998078,-0.0935640138408305,-0.0222068435217224,-0.055363321799308,-0.135886197616301,-0.17279507881584,0.147697039600154,0.292871972318339,0.0888273740868896,-0.0246059207996924,-0.0711111111111111,0.153787004998078,0.0842137639369473,-0.0297731641676278,-0.259900038446751,-0.0415840061514802,0.0177777777777778,-0.0797231833910035,-0.0199307958477509,-0.0629911572472126,-0.0384467512495194,0.199861591695502,-0.0120569011918493,0.16,-0.0935640138408305,0.0753556324490581,0.113740868896578,-0.0271280276816609,-0.0935640138408305,0.00498269896193772,-0.0984236831987697,0.0935640138408305,0.292871972318339,-0.276139946174548,-0.00055363321799308,-0.000984236831987697
77,-79.2063,-7.8619,1.3788,12.8203,15.7044,78.5709,13.7597,7.6373,5.2111,14.9458,7.6479,15.7624,0.0199307958477509,0.166336024605921,0.0591157247212611,-0.0384467512495194,-0.103406382160707,0.0325413302575932,0.0753556324490581,0.192910419069589,-0.0669896193771626,0.186082276047674,0.166336024605921,0.228896578239139,0.0222068435217224,0.103406382160707,0.0591157247212611,0.124567474048443,-0.179377162629758,-0.259900038446751,-0.124567474048443,-0.0517339484813533,-0.17279507881584,-0.00744329104190696,-0.228896578239139,0.0669896193771626,-0.01039600153787,0.301422529796232,-0.206935793925413,0.130165321030373,-0.0842137639369473,-0.0415840061514802,-0.0888273740868896,-0.0842137639369473,-0.206935793925413,-0.0935640138408305,0.0984236831987697,0.186082276047674,-0.0199307958477509,0.0753556324490581,0.0629911572472126,0.199861591695502,-0.00885813148788927,0.0753556324490581,-0.130165321030373,-0.0984236831987697,0.0629911572472126,-0.130165321030373,0.00153787004998078,-0.0482276047673972,-0.0246059207996924,0.147697039600154,0.0297731641676278,0.0711111111111111,-0.0199307958477509,0.0177777777777778,0.0199307958477509,-0.0984236831987697,-0.0120569011918493,-0.113740868896578,-0.236462898885044,0.0517339484813533,0.130165321030373,-0.206935793925413,-0.0711111111111111,-0.0517339484813533
78,-79.1872,-7.8776,1.4,14.6208,16.9019,81.1846,11.0648,7.7524,4.1171,11.764,7.8,12.011,0.00221453287197232,0.108512110726644,0.0325413302575932,0.0246059207996924,-0.0591157247212611,0.0888273740868896,0.166336024605921,0.0797231833910035,-0.0517339484813533,0.0629911572472126,0.199861591695502,0.259900038446751,-0.153787004998078,0.113740868896578,0.179377162629758,0.141730103806228,-0.16,0.119092656670511,-0.103406382160707,-0.0935640138408305,-0.124567474048443,0.192910419069589,-0.147697039600154,-0.0591157247212611,-0.0711111111111111,0.00153787004998078,-0.0629911572472126,0.0797231833910035,-0.0629911572472126,-0.166336024605921,0.0984236831987697,-0.0325413302575932,-0.108512110726644,-0.25196462898885,0.141730103806228,0.244152249134948,-0.0120569011918493,0.00885813148788927,-0.0177777777777778,0.199861591695502,0.0325413302575932,-0.0354325259515571,-0.186082276047674,-0.130165321030373,-0.0448442906574394,-0.141730103806228,-0.0354325259515571,-0.0325413302575932,0.00498269896193772,0.0984236831987697,0.0222068435217224,0.192910419069589,-0.0935640138408305,0.0448442906574394,0.055363321799308,-0.0157477893118032,0.0354325259515571,-0.124567474048443,-0.16,0.0448442906574394,0.259900038446751,-0.301422529796232,0.0246059207996924,0.0199307958477509
79,-79.2196,-7.8718,1.3854,13.0132,17.6367,80.2765,12.1327,7.6581,4.9406,13.4394,7.6,10.9795,0.0711111111111111,0.0629911572472126,0.0842137639369473,-0.055363321799308,-0.0842137639369473,0.0629911572472126,0.0984236831987697,0.119092656670511,-0.0482276047673972,0.16,0.130165321030373,0.301422529796232,-0.0448442906574394,0.0354325259515571,0.166336024605921,0.16,-0.16,-0.0246059207996924,-0.0888273740868896,-0.135886197616301,-0.199861591695502,0.055363321799308,-0.16,0.0448442906574394,-0.0669896193771626,0.179377162629758,-0.113740868896578,0.186082276047674,-0.0669896193771626,-0.147697039600154,-0.000984236831987697,-0.0222068435217224,-0.0842137639369473,-0.16,0.16,0.25196462898885,0.0669896193771626,-0.0157477893118032,0.0199307958477509,0.186082276047674,0.0753556324490581,0.0297731641676278,-0.147697039600154,-0.108512110726644,0.0517339484813533,-0.113740868896578,-0.055363321799308,-0.0354325259515571,-0.0797231833910035,0.179377162629758,-0.0199307958477509,0.141730103806228,-0.055363321799308,0.0271280276816609,0.0711111111111111,-0.0591157247212611,-0.0157477893118032,-0.113740868896578,-0.236462898885044,0.0984236831987697,0.267958477508651,-0.259900038446751,0.0629911572472126,-0.00885813148788927
80,-79.253,-7.9493,1.34,13.3266,16.3522,77.438,15.0448,7.5172,3.5521,16.694,7.7085,17.4774,-0.0271280276816609,0.0629911572472126,0.0711111111111111,-0.0246059207996924,-0.0753556324490581,0.0517339484813533,0.055363321799308,0.141730103806228,-0.0271280276816609,0.153787004998078,0.16,0.276139946174548,-0.055363321799308,0.0711111111111111,0.108512110726644,0.0669896193771626,-0.0984236831987697,-0.130165321030373,-0.16,-0.0984236831987697,-0.0325413302575932,0.108512110726644,-0.119092656670511,0.0669896193771626,-0.055363321799308,0.179377162629758,-0.206935793925413,0.186082276047674,-0.0415840061514802,-0.0325413302575932,0.0415840061514802,-0.0935640138408305,-0.119092656670511,-0.0888273740868896,0.135886197616301,0.259900038446751,0.0888273740868896,0.108512110726644,0.0384467512495194,0.228896578239139,0.0753556324490581,-0.103406382160707,-0.0591157247212611,-0.0797231833910035,0.01039600153787,-0.236462898885044,0.0753556324490581,-0.0517339484813533,0.0120569011918493,0.16,-0.0246059207996924,0.135886197616301,-0.0591157247212611,0.0711111111111111,0.113740868896578,-0.0888273740868896,-0.0888273740868896,-0.108512110726644,-0.310096116878124,0.186082276047674,0.199861591695502,-0.221453287197232,0.0669896193771626,0.00153787004998078
81,-79.1904,-7.8413,1.3915,13.9381,16.9163,79.0041,12.7141,8.2637,3.1091,13.3163,7.8215,16.6522,0.0222068435217224,0.113740868896578,0.214133025759323,0.0415840061514802,-0.0984236831987697,-0.0517339484813533,0.124567474048443,0.16,-0.0842137639369473,0.108512110726644,0.135886197616301,0.336855055747789,0.0354325259515571,0.0448442906574394,0.147697039600154,0.055363321799308,0.0482276047673972,-0.221453287197232,-0.0842137639369473,-0.0246059207996924,0.0797231833910035,0.147697039600154,-0.0591157247212611,0.0935640138408305,-0.0199307958477509,0.16,-0.0935640138408305,0.267958477508651,0.0711111111111111,-0.124567474048443,-0.0669896193771626,-0.0517339484813533,-0.0711111111111111,-0.0842137639369473,0.01039600153787,0.244152249134948,0.0591157247212611,0.0935640138408305,-0.0842137639369473,0.103406382160707,0.0842137639369473,-0.108512110726644,-0.0753556324490581,-0.0297731641676278,0.0415840061514802,-0.192910419069589,0.0935640138408305,-0.0415840061514802,0.00498269896193772,0.0984236831987697,-0.0271280276816609,0.103406382160707,0.0482276047673972,0.0629911572472126,0.119092656670511,-0.130165321030373,-0.135886197616301,-0.0415840061514802,-0.393694732795079,0.0384467512495194,0.124567474048443,-0.199861591695502,0.0935640138408305,0.013840830449827
82,-79.1724,-7.8928,1.4053,13.8164,14.2076,79.9655,11.342,8.6924,1.2055,12.498,7.7,8.2422,-0.0935640138408305,0.0415840061514802,0.0591157247212611,-0.0629911572472126,-0.206935793925413,-0.00885813148788927,0.0199307958477509,0.267958477508651,-0.0888273740868896,0.0199307958477509,0.0888273740868896,0.199861591695502,-0.0711111111111111,0.0711111111111111,0.0888273740868896,0.103406382160707,-0.166336024605921,-0.147697039600154,-0.0297731641676278,0.055363321799308,-0.166336024605921,0.113740868896578,-0.0797231833910035,-0.0591157247212611,-0.0591157247212611,0.135886197616301,-0.186082276047674,0.0448442906574394,-0.0797231833910035,-0.0246059207996924,-0.0842137639369473,-0.113740868896578,-0.141730103806228,-0.113740868896578,0.166336024605921,0.17279507881584,0.135886197616301,0.0711111111111111,-0.103406382160707,0.130165321030373,0.00885813148788927,-0.0797231833910035,-0.135886197616301,-0.0415840061514802,-0.0711111111111111,-0.147697039600154,0.0222068435217224,-0.0669896193771626,0.0384467512495194,0.276139946174548,0.00885813148788927,0.16,0.0591157247212611,0.0297731641676278,-0.00885813148788927,-0.0199307958477509,-0.0297731641676278,-0.119092656670511,-0.276139946174548,0.0888273740868896,0.206935793925413,-0.374256055363322,-0.0517339484813533,0.0157477893118032
83,-79.2549,-7.9333,1.38,14.7498,16.1015,79.5114,12.7234,7.7652,3.4917,14.5078,7.7628,13.6627,-0.00055363321799308,0.0888273740868896,0.0629911572472126,0.135886197616301,-0.147697039600154,0.0711111111111111,0.179377162629758,0.0120569011918493,-0.0984236831987697,0.113740868896578,0.236462898885044,0.166336024605921,-0.166336024605921,0.055363321799308,0.0448442906574394,0.055363321799308,0.0246059207996924,0.0199307958477509,-0.141730103806228,-0.0753556324490581,0.113740868896578,0.355309496347559,-0.124567474048443,0.0797231833910035,-0.0797231833910035,-0.0271280276816609,0.00885813148788927,0.179377162629758,-0.0157477893118032,-0.228896578239139,0.0669896193771626,0.0888273740868896,0.0415840061514802,-0.108512110726644,-0.16,0.292871972318339,-0.0482276047673972,0.00498269896193772,0.0753556324490581,0.124567474048443,0.0753556324490581,0.0591157247212611,-0.0482276047673972,-0.141730103806228,-0.0842137639369473,-0.206935793925413,-0.00221453287197232,0.00498269896193772,0.0297731641676278,0.00301422529796232,0.0120569011918493,0.0935640138408305,-0.108512110726644,0.130165321030373,0.103406382160707,-0.113740868896578,-0.0354325259515571,-0.0222068435217224,-0.214133025759323,0.186082276047674,0.221453287197232,-0.147697039600154,0.17279507881584,-0.0591157247212611
84,-79.2553,-7.9045,1.3484,12.4574,15.8854,80.0752,12.131,7.7938,3.2947,15.9028,7.4065,13.1812,-0.0354325259515571,0.214133025759323,0.0797231833910035,-0.113740868896578,-0.141730103806228,0.01039600153787,0.0325413302575932,0.228896578239139,0.0297731641676278,0.0753556324490581,0.214133025759323,0.199861591695502,-0.0517339484813533,0.166336024605921,0.0711111111111111,0.0888273740868896,-0.221453287197232,-0.16,-0.013840830449827,0.01039600153787,-0.147697039600154,0.0415840061514802,-0.179377162629758,-0.0797231833910035,-0.0448442906574394,0.141730103806228,-0.166336024605921,0.0325413302575932,-0.147697039600154,0.00498269896193772,-0.0271280276816609,-0.119092656670511,-0.214133025759323,-0.0842137639369473,0.259900038446751,0.179377162629758,0.0517339484813533,0.0984236831987697,-0.0753556324490581,0.206935793925413,-0.0753556324490581,-0.0384467512495194,-0.0888273740868896,-0.0629911572472126,-0.108512110726644,-0.135886197616301,0.119092656670511,-0.0797231833910035,0.0669896193771626,0.236462898885044,0.0753556324490581,0.124567474048443,-0.0325413302575932,0.0842137639369473,0.0354325259515571,0.00153787004998078,-0.0354325259515571,-0.166336024605921,-0.0354325259515571,0.00221453287197232,0.206935793925413,-0.206935793925413,-0.0482276047673972,0.0711111111111111
